    73.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780544E-01   0.1989155E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285535       -2.333394      -0.4740790E-11
    73.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789198E-01   0.1933872E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363439       -2.333394      -0.4739610E-11
    73.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780612E-01   0.1963431E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285629       -2.333394      -0.4739832E-11
    73.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789874E-01   0.1917233E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363539       -2.333394      -0.4739902E-11
    73.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780476E-01   0.1933513E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285731       -2.333394      -0.4739860E-11
    73.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7790138E-01   0.1893954E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363643       -2.333394      -0.4740568E-11
    73.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780475E-01   0.1915986E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285835       -2.333393      -0.4740859E-11
    74.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789871E-01   0.1872078E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363745       -2.333393      -0.4739929E-11
    74.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780466E-01   0.1893149E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285936       -2.333393      -0.4738472E-11
    74.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780466E-01   0.1893149E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1285936       -2.333393      -0.4738472E-11
    74.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789969E-01   0.1858327E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363846       -2.333393      -0.4738458E-11
    74.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.05        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789969E-01   0.1858327E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363846       -2.333393      -0.4738458E-11
    74.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780553E-01   0.1873267E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286036       -2.333393      -0.4738861E-11
    74.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789907E-01   0.1847571E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1363945       -2.333393      -0.4738181E-11
    74.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780581E-01   0.1858622E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286134       -2.333393      -0.4737556E-11
    74.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789998E-01   0.1902787E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364042       -2.333393      -0.4737112E-11
    74.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780530E-01   0.1859661E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286231       -2.333393      -0.4737917E-11
    74.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789851E-01   0.1886429E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364139       -2.333393      -0.4738958E-11
    74.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780433E-01   0.1858945E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286328       -2.333393      -0.4738528E-11
    75.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7790042E-01   0.1878794E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364237       -2.333392      -0.4738153E-11
    75.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.06        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780563E-01   0.1867684E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286424       -2.333392      -0.4738042E-11
    75.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789864E-01   0.1893333E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364332       -2.333392      -0.4737098E-11
    75.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780739E-01   0.1910373E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286519       -2.333392      -0.4737834E-11
    75.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789643E-01   0.1922428E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364423       -2.333392      -0.4739055E-11
    75.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781219E-01   0.1929079E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286603       -2.333392      -0.4735988E-11
    75.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789811E-01   0.1953331E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364510       -2.333392      -0.4737417E-11
    75.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781778E-01   0.1944166E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286685       -2.333391      -0.4736529E-11
    75.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.07        97558.09        1273.127        0.000000        316.7643        293.2767        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789692E-01   0.1948301E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364591       -2.333391      -0.4735197E-11
    75.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780524E-01   0.1959238E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286780       -2.333391      -0.4735738E-11
    76.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789802E-01   0.1972605E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364686       -2.333391      -0.4734489E-11
    76.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781749E-01   0.1968626E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286862       -2.333391      -0.4733324E-11
    76.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789709E-01   0.1965183E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364767       -2.333391      -0.4733851E-11
    76.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780571E-01   0.1979634E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1286955       -2.333391      -0.4734739E-11
    76.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.08        97558.10        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789752E-01   0.1966162E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364861       -2.333391      -0.4733934E-11
    76.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780657E-01   0.1996193E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287047       -2.333391      -0.4733018E-11
    76.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7788438E-01   0.2009301E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1364940       -2.333391      -0.4731922E-11
    76.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781766E-01   0.2013167E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287118       -2.333390      -0.4730534E-11
    76.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7787995E-01   0.2052545E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365006       -2.333390      -0.4730104E-11
    76.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781906E-01   0.2011108E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287183       -2.333390      -0.4730257E-11
    77.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789478E-01   0.2045871E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365087       -2.333390      -0.4730728E-11
    77.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780743E-01   0.1982862E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287274       -2.333390      -0.4730201E-11
    77.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7788726E-01   0.2047974E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365172       -2.333390      -0.4732657E-11
    77.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7781476E-01   0.1969490E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287353       -2.333390      -0.4732893E-11
    77.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.09        97558.09        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7790179E-01   0.2006088E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365266       -2.333390      -0.4734087E-11
    77.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7780369E-01   0.2076211E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287457       -2.333390      -0.4732477E-11
    77.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.07        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7782368E-01   0.2193890E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365293       -2.333390      -0.4732338E-11
    77.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7787243E-01   0.2072282E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287415       -2.333390      -0.4732061E-11
    77.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7787243E-01   0.2072282E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287415       -2.333390      -0.4732061E-11
    77.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7789162E-01   0.2094872E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365317       -2.333390      -0.4733643E-11
    77.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778746E-01   0.2002574E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287526       -2.333390      -0.4733795E-11
    78.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.08        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7792047E-01   0.1999872E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365459       -2.333390      -0.4734836E-11
    78.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.09        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779145E-01   0.1922775E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287665       -2.333390      -0.4735655E-11
    78.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.09        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791445E-01   0.1917853E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365590       -2.333390      -0.4735572E-11
    78.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.09        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779419E-01   0.1817935E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287792       -2.333390      -0.4736182E-11
    78.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.11        97558.09        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7792067E-01   0.1856348E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365723       -2.333390      -0.4736779E-11
    78.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.10        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779415E-01   0.1519077E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1287926       -2.333389      -0.4737501E-11
    78.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.11        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7796909E-01   0.1944264E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1365906       -2.333390      -0.4737071E-11
    78.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.11        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778426E-01   0.1429533E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1288120       -2.333390      -0.4736835E-11
    78.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.11        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7790025E-01   0.1953073E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1366033       -2.333390      -0.4736793E-11
    78.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.11        1273.127        0.000000        316.7644        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778655E-01   0.1418888E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1288244       -2.333390      -0.4738139E-11
    79.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.12        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7790811E-01   0.2063440E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1366162       -2.333389      -0.4737515E-11
    79.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.10        97558.12        1273.127        0.000000        316.7643        293.2768        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779469E-01   0.1341327E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1288365       -2.333389      -0.4737626E-11
