    230.9000        7.000022       0.8999819        6416.877        4.315914        4.315914        1155.933        1156.160        0.000000        0.000000        0.000000        0.000000        0.000000        97380.22        97559.23        1048.359        0.000000        316.7651        293.2799        293.4326        0.000000        0.000000        0.000000        4.315914        6416.921        0.000000        0.000000        24.40105        8.787698       0.7781359E-01   0.1938008E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.00945      -0.8009563      -0.4904478E-11
    231.0000        7.000022       0.8999819        6416.883        4.315913        4.315913        1155.933        1156.161        0.000000        0.000000        0.000000        0.000000        0.000000        97380.22        97559.23        1048.360        0.000000        316.7651        293.2799        293.4326        0.000000        0.000000        0.000000        4.315913        6416.927        0.000000        0.000000        24.40105        8.787698      -0.7790242E-01   0.1918124E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.00269      -0.8009885      -0.4905838E-11
    231.1000        7.000022       0.8999820        6416.889        4.315912        4.315912        1155.932        1156.161        0.000000        0.000000        0.000000        0.000000        0.000000        97380.22        97559.23        1048.361        0.000000        316.7651        293.2799        293.4326        0.000000        0.000000        0.000000        4.315912        6416.933        0.000000        0.000000        24.40105        8.787698       0.7781056E-01   0.1932841E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01149      -0.8010206      -0.4905311E-11
    231.2000        7.000022       0.8999820        6416.895        4.315910        4.315910        1155.932        1156.161        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.362        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315911        6416.938        0.000000        0.000000        24.40105        8.787698      -0.7790475E-01   0.1986009E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.00472      -0.8010526      -0.4905727E-11
    231.3000        7.000022       0.8999820        6416.901        4.315909        4.315909        1155.931        1156.162        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.363        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315910        6416.944        0.000000        0.000000        24.40105        8.787698       0.7786711E-01   0.2086792E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01353      -0.8010845      -0.4905061E-11
    231.4000        7.000022       0.8999821        6416.907        4.315908        4.315908        1155.931        1156.162        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.364        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315909        6416.950        0.000000        0.000000        24.40105        8.787698      -0.7785416E-01   0.1936229E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.00677      -0.8011162      -0.4905713E-11
    231.5000        7.000022       0.8999822        6416.912        4.315907        4.315907        1155.930        1156.163        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.365        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315908        6416.956        0.000000        0.000000        24.40105        8.787698       0.7781852E-01   0.2046423E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01557      -0.8011479      -0.4905505E-11
    231.6000        7.000022       0.8999822        6416.918        4.315907        4.315907        1155.930        1156.163        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.366        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315907        6416.961        0.000000        0.000000        24.40105        8.787698      -0.7790669E-01   0.1956767E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.00880      -0.8011795      -0.4906504E-11
    231.7000        7.000022       0.8999822        6416.924        4.315905        4.315905        1155.929        1156.164        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.367        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315906        6416.967        0.000000        0.000000        24.40105        8.787698       0.7781538E-01   0.2022389E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01761      -0.8012111      -0.4907920E-11
    231.8000        7.000022       0.8999823        6416.930        4.315904        4.315904        1155.929        1156.164        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.22        1048.368        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315905        6416.973        0.000000        0.000000        24.40105        8.787698      -0.7790038E-01   0.1942681E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01084      -0.8012426      -0.4907809E-11
    231.9000        7.000022       0.8999823        6416.935        4.315903        4.315903        1155.928        1156.165        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.369        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315904        6416.979        0.000000        0.000000        24.40105        8.787698       0.7781021E-01   0.1984768E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01964      -0.8012739      -0.4909724E-11
    232.0000        7.000022       0.8999823        6416.941        4.315902        4.315902        1155.928        1156.165        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.370        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315902        6416.984        0.000000        0.000000        24.40105        8.787698      -0.7790604E-01   0.1924876E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01287      -0.8013052      -0.4909932E-11
    232.1000        7.000022       0.8999824        6416.947        4.315901        4.315901        1155.927        1156.166        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.370        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315901        6416.990        0.000000        0.000000        24.40105        8.787698       0.7780994E-01   0.1951593E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02167      -0.8013362      -0.4909738E-11
    232.2000        7.000022       0.8999825        6416.953        4.315900        4.315900        1155.927        1156.166        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.371        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315900        6416.995        0.000000        0.000000        24.40105        8.787698      -0.7790536E-01   0.1901448E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01490      -0.8013671      -0.4909821E-11
    232.3000        7.000021       0.8999825        6416.958        4.315898        4.315898        1155.926        1156.166        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.372        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315899        6417.001        0.000000        0.000000        24.40104        8.787698       0.7780996E-01   0.1920846E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02370      -0.8013980      -0.4910862E-11
    232.4000        7.000021       0.8999825        6416.964        4.315897        4.315897        1155.926        1156.167        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.373        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315898        6417.006        0.000000        0.000000        24.40104        8.787698      -0.7790576E-01   0.1875549E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01693      -0.8014287      -0.4911292E-11
    232.5000        7.000021       0.8999826        6416.969        4.315896        4.315896        1155.925        1156.167        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.23        1048.374        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315897        6417.012        0.000000        0.000000        24.40104        8.787698       0.7780947E-01   0.1892030E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02573      -0.8014594      -0.4912194E-11
    232.6000        7.000021       0.8999826        6416.975        4.315895        4.315895        1155.925        1156.168        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.23        1048.375        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315896        6417.018        0.000000        0.000000        24.40104        8.787698      -0.7790650E-01   0.1847584E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.01896      -0.8014900      -0.4912166E-11
    232.7000        7.000021       0.8999827        6416.981        4.315894        4.315894        1155.924        1156.168        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.23        1048.376        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315895        6417.023        0.000000        0.000000        24.40104        8.787698       0.7780806E-01   0.1861454E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02776      -0.8015205      -0.4911139E-11
    232.8000        7.000021       0.8999827        6416.986        4.315893        4.315893        1155.924        1156.169        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.23        1048.377        0.000000        316.7652        293.2799        293.4326        0.000000        0.000000        0.000000        4.315893        6417.029        0.000000        0.000000        24.40104        8.787698      -0.7790934E-01   0.1808579E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02099      -0.8015509      -0.4912943E-11
    232.9000        7.000021       0.8999828        6416.992        4.315892        4.315892        1155.923        1156.169        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.24        1048.378        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315892        6417.035        0.000000        0.000000        24.40104        8.787698       0.7780245E-01   0.1552052E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02979      -0.8015811      -0.4913929E-11
    233.0000        7.000021       0.8999828        6416.998        4.315890        4.315890        1155.923        1156.169        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.24        1048.379        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315891        6417.040        0.000000        0.000000        24.40104        8.787698      -0.7798447E-01   0.2031197E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02301      -0.8016115      -0.4914317E-11
    233.1000        7.000021       0.8999828        6417.003        4.315889        4.315889        1155.922        1156.170        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.25        1048.380        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315890        6417.045        0.000000        0.000000        24.40104        8.787698       0.7778862E-01   0.1510031E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03181      -0.8016417      -0.4914692E-11
    233.2000        7.000021       0.8999829        6417.009        4.315888        4.315888        1155.922        1156.170        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.25        1048.381        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315888        6417.051        0.000000        0.000000        24.40104        8.787698      -0.7790167E-01   0.2108236E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02504      -0.8016718      -0.4915788E-11
    233.3000        7.000021       0.8999829        6417.015        4.315887        4.315887        1155.921        1156.171        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.25        1048.382        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315887        6417.057        0.000000        0.000000        24.40104        8.787698       0.7780690E-01   0.1533876E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03383      -0.8017018      -0.4915802E-11
    233.4000        7.000021       0.8999830        6417.020        4.315886        4.315886        1155.921        1156.171        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.26        1048.383        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315886        6417.062        0.000000        0.000000        24.40104        8.787698      -0.7791284E-01   0.2152099E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02706      -0.8017316      -0.4915858E-11
    233.5000        7.000021       0.8999830        6417.026        4.315885        4.315885        1155.920        1156.172        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.26        1048.384        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315885        6417.068        0.000000        0.000000        24.40104        8.787698       0.7779563E-01   0.1587962E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03586      -0.8017613      -0.4917565E-11
    233.6000        7.000021       0.8999830        6417.031        4.315883        4.315883        1155.920        1156.172        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.26        1048.385        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315884        6417.073        0.000000        0.000000        24.40104        8.787698      -0.7791030E-01   0.2166461E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.02908      -0.8017910      -0.4919147E-11
    233.7000        7.000021       0.8999831        6417.037        4.315882        4.315882        1155.919        1156.172        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.26        1048.386        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315883        6417.079        0.000000        0.000000        24.40104        8.787698       0.7780744E-01   0.1630240E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03788      -0.8018206      -0.4920382E-11
    233.8000        7.000021       0.8999832        6417.042        4.315881        4.315881        1155.919        1156.173        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.26        1048.387        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315881        6417.084        0.000000        0.000000        24.40104        8.787698      -0.7791354E-01   0.2144551E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03111      -0.8018501      -0.4922255E-11
    233.9000        7.000021       0.8999832        6417.048        4.315879        4.315879        1155.918        1156.173        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.387        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315880        6417.090        0.000000        0.000000        24.40104        8.787698       0.7780160E-01   0.1653864E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03990      -0.8018795      -0.4924240E-11
    234.0000        7.000021       0.8999832        6417.054        4.315878        4.315878        1155.917        1156.174        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.388        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315879        6417.095        0.000000        0.000000        24.40104        8.787698      -0.7792176E-01   0.2140224E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03312      -0.8019089      -0.4924698E-11
    234.1000        7.000021       0.8999833        6417.059        4.315877        4.315877        1155.917        1156.174        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.389        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315877        6417.101        0.000000        0.000000        24.40104        8.787698       0.7780571E-01   0.1723200E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04192      -0.8019382      -0.4925170E-11
    234.2000        7.000021       0.8999833        6417.064        4.315876        4.315876        1155.916        1156.175        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.390        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315876        6417.106        0.000000        0.000000        24.40104        8.787698      -0.7790151E-01   0.2116672E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03515      -0.8019673      -0.4924337E-11
    234.3000        7.000021       0.8999833        6417.070        4.315875        4.315875        1155.916        1156.175        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.391        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315875        6417.112        0.000000        0.000000        24.40103        8.787698       0.7781553E-01   0.1783279E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04394      -0.8019965      -0.4925170E-11
    234.4000        7.000021       0.8999834        6417.076        4.315873        4.315873        1155.915        1156.175        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.392        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315874        6417.117        0.000000        0.000000        24.40103        8.787698      -0.7790322E-01   0.2076605E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03717      -0.8020257      -0.4925281E-11
    234.5000        7.000021       0.8999835        6417.081        4.315872        4.315872        1155.915        1156.176        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.393        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315872        6417.123        0.000000        0.000000        24.40103        8.787698       0.7781151E-01   0.1831456E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04596      -0.8020547      -0.4925281E-11
    234.6000        7.000021       0.8999835        6417.086        4.315871        4.315871        1155.914        1156.176        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.394        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315871        6417.128        0.000000        0.000000        24.40103        8.787698      -0.7790417E-01   0.2046075E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.03918      -0.8020836      -0.4925045E-11
    234.7000        7.000021       0.8999835        6417.092        4.315869        4.315869        1155.914        1156.177        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97559.27        1048.395        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315870        6417.133        0.000000        0.000000        24.40103        8.787698       0.7781189E-01   0.1869550E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04798      -0.8021124      -0.4925392E-11
    234.8000        7.000021       0.8999836        6417.098        4.315868        4.315868        1155.913        1156.177        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.396        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315868        6417.139        0.000000        0.000000        24.40103        8.787698      -0.7790336E-01   0.2022599E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04120      -0.8021410      -0.4926335E-11
    234.9000        7.000021       0.8999836        6417.103        4.315867        4.315867        1155.913        1156.177        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.397        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315867        6417.144        0.000000        0.000000        24.40103        8.787698       0.7781226E-01   0.1897242E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05000      -0.8021697      -0.4927224E-11
    235.0000        7.000021       0.8999836        6417.108        4.315866        4.315866        1155.912        1156.178        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.398        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315866        6417.149        0.000000        0.000000        24.40103        8.787698      -0.7790401E-01   0.2011408E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04322      -0.8021982      -0.4927418E-11
    235.1000        7.000021       0.8999837        6417.114        4.315864        4.315864        1155.912        1156.178        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.398        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315865        6417.155        0.000000        0.000000        24.40103        8.787698       0.7781533E-01   0.1918541E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05201      -0.8022267      -0.4928764E-11
    235.2000        7.000021       0.8999838        6417.120        4.315863        4.315863        1155.911        1156.179        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.399        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315863        6417.160        0.000000        0.000000        24.40103        8.787698      -0.7790450E-01   0.1990553E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04523      -0.8022552      -0.4929583E-11
    235.3000        7.000021       0.8999838        6417.125        4.315862        4.315862        1155.911        1156.179        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.400        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315862        6417.166        0.000000        0.000000        24.40103        8.787698       0.7781020E-01   0.1935540E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05402      -0.8022835      -0.4928722E-11
    235.4000        7.000021       0.8999838        6417.130        4.315860        4.315860        1155.910        1156.180        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.401        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315861        6417.171        0.000000        0.000000        24.40103        8.787698      -0.7790494E-01   0.1982343E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04724      -0.8023117      -0.4928847E-11
    235.5000        7.000021       0.8999839        6417.136        4.315859        4.315859        1155.910        1156.180        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97559.27        1048.402        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315859        6417.176        0.000000        0.000000        24.40103        8.787698       0.7781591E-01   0.1964123E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05603      -0.8023399      -0.4929194E-11
    235.6000        7.000021       0.8999839        6417.141        4.315857        4.315857        1155.909        1156.180        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.403        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315858        6417.182        0.000000        0.000000        24.40103        8.787698      -0.7789975E-01   0.1972063E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.04925      -0.8023681      -0.4929277E-11
    235.7000        7.000021       0.8999839        6417.146        4.315856        4.315856        1155.909        1156.181        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.404        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315856        6417.187        0.000000        0.000000        24.40103        8.787698       0.7781152E-01   0.1970011E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05804      -0.8023962      -0.4928667E-11
    235.8000        7.000021       0.8999840        6417.152        4.315855        4.315855        1155.908        1156.181        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.405        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315855        6417.192        0.000000        0.000000        24.40103        8.787698      -0.7790286E-01   0.1977657E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05126      -0.8024243      -0.4930013E-11
    235.9000        7.000021       0.8999840        6417.157        4.315853        4.315853        1155.908        1156.182        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.406        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315854        6417.198        0.000000        0.000000        24.40103        8.787698       0.7781391E-01   0.1983952E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06005      -0.8024521      -0.4931318E-11
    236.0000        7.000021       0.8999841        6417.163        4.315852        4.315852        1155.907        1156.182        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.406        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315852        6417.203        0.000000        0.000000        24.40102        8.787698      -0.7789879E-01   0.1972605E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05326      -0.8024799      -0.4932109E-11
    236.1000        7.000021       0.8999841        6417.168        4.315851        4.315851        1155.907        1156.182        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.407        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315851        6417.208        0.000000        0.000000        24.40102        8.787698       0.7781190E-01   0.2000035E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06205      -0.8025076      -0.4932802E-11
    236.2000        7.000021       0.8999842        6417.173        4.315849        4.315849        1155.906        1156.183        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.408        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315850        6417.214        0.000000        0.000000        24.40102        8.787698      -0.7789629E-01   0.1972453E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05527      -0.8025352      -0.4933469E-11
    236.3000        7.000021       0.8999842        6417.179        4.315848        4.315848        1155.906        1156.183        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97559.27        1048.409        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315848        6417.219        0.000000        0.000000        24.40102        8.787698       0.7781260E-01   0.1987778E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06405      -0.8025627      -0.4932997E-11
    236.4000        7.000021       0.8999842        6417.184        4.315846        4.315846        1155.905        1156.184        0.000000        0.000000        0.000000        0.000000        0.000000        97380.26        97559.27        1048.410        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315847        6417.224        0.000000        0.000000        24.40102        8.787698      -0.7790639E-01   0.1977512E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05727      -0.8025902      -0.4934301E-11
    236.5000        7.000020       0.8999843        6417.189        4.315845        4.315845        1155.905        1156.184        0.000000        0.000000        0.000000        0.000000        0.000000        97380.26        97559.27        1048.411        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315845        6417.229        0.000000        0.000000        24.40102        8.787698       0.7781956E-01   0.2008552E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06606      -0.8026176      -0.4934190E-11
    236.6000        7.000020       0.8999843        6417.195        4.315844        4.315844        1155.904        1156.185        0.000000        0.000000        0.000000        0.000000        0.000000        97380.27        97559.26        1048.412        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315844        6417.235        0.000000        0.000000        24.40102        8.787698      -0.7789710E-01   0.2065535E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.05927      -0.8026449      -0.4935481E-11
    236.7000        7.000020       0.8999844        6417.200        4.315842        4.315842        1155.904        1156.185        0.000000        0.000000        0.000000        0.000000        0.000000        97380.27        97559.26        1048.413        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315843        6417.240        0.000000        0.000000        24.40102        8.787698       0.7788117E-01   0.2156050E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06806      -0.8026721      -0.4936938E-11
    236.8000        7.000020       0.8999844        6417.206        4.315841        4.315841        1155.903        1156.185        0.000000        0.000000        0.000000        0.000000        0.000000        97380.27        97559.26        1048.413        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315841        6417.245        0.000000        0.000000        24.40102        8.787698      -0.7784393E-01   0.2057341E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06128      -0.8026993      -0.4937771E-11
    236.9000        7.000020       0.8999844        6417.210        4.315839        4.315839        1155.903        1156.186        0.000000        0.000000        0.000000        0.000000        0.000000        97380.27        97559.26        1048.414        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315840        6417.250        0.000000        0.000000        24.40102        8.787698       0.7781771E-01   0.2074377E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.07006      -0.8027264      -0.4937563E-11
    237.0000        7.000020       0.8999845        6417.216        4.315838        4.315838        1155.902        1156.186        0.000000        0.000000        0.000000        0.000000        0.000000        97380.27        97559.26        1048.415        0.000000        316.7652        293.2800        293.4326        0.000000        0.000000        0.000000        4.315838        6417.256        0.000000        0.000000        24.40102        8.787698      -0.7792814E-01   0.2005320E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        16.06327      -0.8027535      -0.4938020E-11
