    111.3000        6.999053        1.020054        7681.835        4.309427        4.309427        1309.699        1309.655        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.903        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.309428        7679.853        0.000000        0.000000        24.16504        8.787698       0.1016386       0.1949557E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        15.73967       -1.995127      -0.4741900E-11
    111.4000        6.999025        1.020070        7681.713        4.309127        4.309127        1309.311        1309.572        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.904        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.309128        7679.879        0.000000        0.000000        24.16504        8.787698      -0.1008246       0.1945204E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        13.00000        9.000000        15.92566       -1.988139      -0.4741831E-11
    111.5000        6.998993        1.020086        7681.582        4.308811        4.308811        1308.783        1309.494        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.905        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.308812        7679.861        0.000000        0.000000        24.16503        8.787698      -0.1808942E-03   0.1954080E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        16.20864       -1.977922      -0.4742982E-11
    111.6000        6.998956        1.020099        7681.428        4.308480        4.308480        1308.499        1309.424        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.906        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.308481        7679.867        0.000000        0.000000        24.16503        8.787698      -0.1015833       0.1948607E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        16.47745       -1.967665      -0.4743177E-11
    111.7000        6.998911        1.020108        7681.264        4.308134        4.308134        1308.395        1309.360        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.907        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.308135        7679.855        0.000000        0.000000        24.16502        8.787698      -0.1017706       0.1958837E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        16.73718       -1.957416      -0.4743593E-11
    111.8000        6.998860        1.020120        7681.084        4.307773        4.307773        1308.279        1309.300        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.907        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.307774        7679.877        0.000000        0.000000        24.16502        8.787698      -0.1008293       0.1956923E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        16.98054       -1.947537      -0.4744565E-11
    111.9000        6.998807        1.020133        7680.904        4.307396        4.307396        1308.439        1309.242        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.908        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.307397        7679.883        0.000000        0.000000        24.16502        8.787698      -0.1008102       0.1965198E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        17.21655       -1.937775      -0.4745356E-11
    112.0000        6.998744        1.020139        7680.716        4.307005        4.307005        1308.834        1309.187        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.908        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.307006        7679.836        0.000000        0.000000        24.16501        8.787698      -0.1008188       0.1964594E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        17.44448       -1.928019      -0.4745356E-11
    112.1000        6.998676        1.020143        7680.500        4.306600        4.306600        1309.116        1309.133        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.907        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.306601        7679.832        0.000000        0.000000        24.16501        8.787698      -0.1008192       0.1971072E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        17.65997       -1.918686      -0.4746827E-11
    112.2000        6.998605        1.020146        7680.281        4.306180        4.306180        1309.701        1309.080        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.907        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.306181        7679.826        0.000000        0.000000        24.16501        8.787698      -0.1008192       0.1971068E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        17.86396       -1.909583      -0.4746632E-11
    112.3000        6.998531        1.020143        7680.057        4.305747        4.305747        1310.609        1309.026        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.905        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.305748        7679.792        0.000000        0.000000        24.16501        8.787698      -0.1008193       0.1976119E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.06257       -1.900609      -0.4746993E-11
    112.4000        6.998453        1.020134        7679.817        4.305301        4.305301        1311.714        1308.972        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.902        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.305302        7679.744        0.000000        0.000000        24.16501        8.787698      -0.1008193       0.1976150E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.25076       -1.891783      -0.4747271E-11
    112.5000        6.998372        1.020124        7679.561        4.304842        4.304842        1312.794        1308.916        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.900        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.304843        7679.705        0.000000        0.000000        24.16501        8.787698      -0.1008194       0.1980229E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.43232       -1.883200      -0.4747118E-11
    112.6000        6.998291        1.020114        7679.296        4.304372        4.304372        1314.141        1308.858        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.898        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.304373        7679.683        0.000000        0.000000        24.16501        8.787698      -0.1008194       0.1979419E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.60139       -1.874881      -0.4747604E-11
    112.7000        6.998208        1.020103        7679.032        4.303890        4.303890        1315.685        1308.797        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.897        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.303891        7679.617        0.000000        0.000000        24.16502        8.787698      -0.1008195       0.1983785E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.76758       -1.866579      -0.4748992E-11
    112.8000        6.998124        1.020095        7678.750        4.303398        4.303398        1317.273        1308.734        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.895        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.303399        7679.580        0.000000        0.000000        24.16502        8.787698      -0.1008195       0.1980291E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        18.92241       -1.858550      -0.4749533E-11
    112.9000        6.998040        1.020090        7678.468        4.302895        4.302895        1319.198        1308.665        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.894        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.302896        7679.522        0.000000        0.000000        24.16502        8.787698      -0.1008195       0.1990361E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        19.07618       -1.850537      -0.4749866E-11
    113.0000        6.997958        1.020091        7678.178        4.302382        4.302382        1321.088        1308.593        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.893        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.302383        7679.490        0.000000        0.000000        24.16502        8.787698      -0.1008194       0.1991009E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        19.21624       -1.842811      -0.4749852E-11
    113.1000        6.997876        1.020096        7677.893        4.301861        4.301861        1323.168        1308.515        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.892        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.301862        7679.418        0.000000        0.000000        24.16503        8.787698      -0.1008193       0.1988684E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        12.00000        8.000000        19.35661       -1.835050      -0.4750463E-11
    113.2000        6.997804        1.020113        7677.597        4.301330        4.301330        1325.260        1308.433        0.000000        0.000000        0.000000        0.000000        0.000000        97379.34        97558.38        1272.890        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.301332        7679.340        0.000000        0.000000        24.16502        8.787698       0.1007325       0.1996355E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        19.60936       -1.822292      -0.4749685E-11
    113.3000        6.997733        1.020133        7677.294        4.300792        4.300792        1327.809        1308.350        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.889        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.300794        7679.254        0.000000        0.000000        24.16502        8.787698       0.3162346E-03   0.1975475E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        19.86328       -1.809441      -0.4750005E-11
    113.4000        6.997666        1.020161        7676.986        4.300247        4.300247        1330.210        1308.264        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.887        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.300248        7679.211        0.000000        0.000000        24.16502        8.787698      -0.9946913E-01   0.1928689E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        20.08267       -1.797165      -0.4750088E-11
    113.5000        6.997602        1.020194        7676.693        4.299695        4.299695        1332.770        1308.173        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.885        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.299696        7679.120        0.000000        0.000000        24.16502        8.787698       0.9910069E-01   0.1955962E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        20.31828       -1.784884      -0.4751018E-11
    113.6000        6.997544        1.020232        7676.396        4.299136        4.299136        1335.329        1308.077        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.883        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.299138        7679.060        0.000000        0.000000        24.16502        8.787698       0.2396673E-03   0.1934486E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        20.53324       -1.772954      -0.4752170E-11
    113.7000        6.997490        1.020271        7676.111        4.298572        4.298572        1337.942        1307.975        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.880        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.298573        7678.961        0.000000        0.000000        24.16503        8.787698      -0.9944364E-01   0.1938624E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        20.72800       -1.761154      -0.4751795E-11
    113.8000        6.997440        1.020308        7675.825        4.298003        4.298003        1340.612        1307.870        0.000000        0.000000        0.000000        0.000000        0.000000        97379.35        97558.38        1272.877        0.000000        316.7645        293.2775        293.4326        0.000000        0.000000        0.000000        4.298004        7678.840        0.000000        0.000000        24.16503        8.787698       0.9910287E-01   0.1964079E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        20.94153       -1.749405      -0.4752017E-11
    113.9000        6.997397        1.020348        7675.536        4.297427        4.297427        1343.153        1307.762        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.874        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.297429        7678.761        0.000000        0.000000        24.16504        8.787698       0.2413141E-03   0.1937131E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        21.13218       -1.738067      -0.4752072E-11
    114.0000        6.997357        1.020385        7675.266        4.296847        4.296847        1345.694        1307.650        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.870        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.296848        7678.626        0.000000        0.000000        24.16505        8.787698      -0.9944445E-01   0.1932174E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        21.31016       -1.726718      -0.4751434E-11
    114.1000        6.997326        1.020424        7674.994        4.296261        4.296261        1348.151        1307.536        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.865        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.296263        7678.531        0.000000        0.000000        24.16505        8.787698       0.9910309E-01   0.1935199E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        21.48917       -1.715865      -0.4751753E-11
    114.2000        6.997296        1.020459        7674.742        4.295671        4.295671        1350.857        1307.422        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.860        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.295672        7678.369        0.000000        0.000000        24.16506        8.787698       0.2396902E-03   0.1943661E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        21.66477       -1.704777      -0.4752961E-11
    114.3000        6.997283        1.020504        7674.487        4.295076        4.295076        1353.390        1307.307        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.856        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.295077        7678.226        0.000000        0.000000        24.16510        8.787698       0.1032059       0.1925498E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        10.00000        6.000000        21.98060       -1.688623      -0.4754279E-11
    114.4000        6.997264        1.020535        7674.245        4.294477        4.294477        1356.328        1307.199        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.849        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.294477        7678.097        0.000000        0.000000        24.16510        8.787698      -0.9908911E-01   0.1914214E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        22.14369       -1.677567      -0.4754973E-11
    114.5000        6.997293        1.020629        7674.027        4.293872        4.293872        1358.796        1307.087        0.000000        0.000000        0.000000        0.000000        0.000000        97379.36        97558.38        1272.844        0.000000        316.7645        293.2776        293.4326        0.000000        0.000000        0.000000        4.293874        7677.826        0.000000        0.000000        24.16515        8.787698      -0.1711923E-02   0.1927659E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        23.13362       -1.645802      -0.4755472E-11
    114.6000        6.997283        1.020638        7673.788        4.293269        4.293269        1363.688        1307.001        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.835        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.293270        7677.714        0.000000        0.000000        24.16514        8.787698       0.9928948E-01   0.1897153E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        11.00000        7.000000        23.34686       -1.634040      -0.4756527E-11
    114.7000        6.997310        1.020709        7673.594        4.292661        4.292661        1365.567        1306.901        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.829        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.292662        7677.432        0.000000        0.000000        24.16520        8.787698       0.1102427       0.1907440E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        24.22285       -1.601241      -0.4757193E-11
    114.8000        6.997349        1.020777        7673.393        4.292052        4.292052        1369.438        1306.822        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.822        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.292053        7677.269        0.000000        0.000000        24.16525        8.787698       0.1026599       0.1895567E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        25.25426       -1.567125      -0.4758248E-11
    114.9000        6.997385        1.020821        7673.233        4.291444        4.291444        1373.279        1306.754        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.814        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.291445        7677.019        0.000000        0.000000        24.16530        8.787698       0.1001691       0.1885122E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        26.28297       -1.531483      -0.4758928E-11
    115.0000        6.997416        1.020854        7673.085        4.290836        4.290836        1376.605        1306.692        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.805        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.290837        7676.830        0.000000        0.000000        24.16535        8.787698       0.1004135       0.1866021E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        27.23281       -1.494966      -0.4758151E-11
    115.1000        6.997444        1.020893        7672.982        4.290227        4.290227        1379.306        1306.632        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.38        1272.795        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.290228        7676.673        0.000000        0.000000        24.16539        8.787698       0.1007000       0.1866251E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        28.11935       -1.457532      -0.4758109E-11
    115.2000        6.997468        1.020944        7672.933        4.289618        4.289618        1381.625        1306.572        0.000000        0.000000        0.000000        0.000000        0.000000        97379.37        97558.39        1272.784        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.289618        7676.476        0.000000        0.000000        24.16544        8.787698       0.1007314       0.1844171E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        28.99668       -1.418271      -0.4758567E-11
    115.3000        6.997486        1.021007        7672.920        4.289006        4.289006        1383.517        1306.511        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.772        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.289007        7676.300        0.000000        0.000000        24.16548        8.787698       0.1007092       0.1934341E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        29.83060       -1.378011      -0.4759414E-11
    115.4000        6.997501        1.021080        7672.956        4.288393        4.288393        1385.151        1306.450        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.760        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.288393        7676.129        0.000000        0.000000        24.16553        8.787698       0.1007109       0.1878923E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        30.62316       -1.336830      -0.4759081E-11
    115.5000        6.997512        1.021151        7673.043        4.287775        4.287775        1386.778        1306.389        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.746        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.287776        7675.936        0.000000        0.000000        24.16558        8.787698       0.1007087       0.1931738E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        31.40298       -1.294346      -0.4758165E-11
    115.6000        6.997519        1.021213        7673.173        4.287154        4.287154        1388.178        1306.330        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.732        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.287155        7675.731        0.000000        0.000000        24.16562        8.787698       0.1007156       0.1932137E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        32.13789       -1.250852      -0.4758026E-11
    115.7000        6.997523        1.021258        7673.347        4.286529        4.286529        1389.627        1306.276        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.716        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.286529        7675.524        0.000000        0.000000        24.16567        8.787698       0.1007116       0.1918211E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        32.85583       -1.206042      -0.4758082E-11
    115.8000        6.997520        1.021284        7673.568        4.285898        4.285898        1390.912        1306.225        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.700        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.285898        7675.299        0.000000        0.000000        24.16572        8.787698       0.1007095       0.1949792E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        33.55750       -1.159690      -0.4758900E-11
    115.9000        6.997514        1.021289        7673.833        4.285262        4.285262        1392.109        1306.180        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.683        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.285262        7675.093        0.000000        0.000000        24.16578        8.787698       0.1007070       0.1898164E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        34.21977       -1.112244      -0.4757915E-11
    116.0000        6.997503        1.021278        7674.153        4.284619        4.284619        1393.169        1306.140        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.665        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.284619        7674.896        0.000000        0.000000        24.16583        8.787698       0.1007034       0.1937723E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        34.85223       -1.063492      -0.4757249E-11
    116.1000        6.997486        1.021250        7674.535        4.283969        4.283969        1394.325        1306.105        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.647        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.283970        7674.684        0.000000        0.000000        24.16589        8.787698       0.1007039       0.1889990E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        35.47084       -1.013045      -0.4758137E-11
    116.2000        6.997461        1.021208        7674.972        4.283313        4.283313        1395.480        1306.074        0.000000        0.000000        0.000000        0.000000        0.000000        97379.38        97558.38        1272.628        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.283313        7674.469        0.000000        0.000000        24.16594        8.787698       0.1007045       0.1938751E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        36.08036      -0.9606430      -0.4758470E-11
    116.3000        6.997431        1.021157        7675.467        4.282649        4.282649        1396.573        1306.047        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.38        1272.610        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.282649        7674.309        0.000000        0.000000        24.16600        8.787698       0.1007075       0.1900113E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        36.65019      -0.9070967      -0.4758470E-11
    116.4000        6.997394        1.021098        7676.041        4.281976        4.281976        1397.557        1306.020        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.39        1272.592        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.281976        7674.135        0.000000        0.000000        24.16605        8.787698       0.1007062       0.1931895E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        37.20305      -0.8517338      -0.4760246E-11
    116.5000        6.997353        1.021034        7676.685        4.281295        4.281295        1398.678        1305.995        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.39        1272.574        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.281295        7674.001        0.000000        0.000000        24.16611        8.787698       0.1007063       0.1918035E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        37.73984      -0.7949246      -0.4759622E-11
    116.6000        6.997304        1.020965        7677.413        4.280604        4.280604        1399.727        1305.969        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.38        1272.557        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.280604        7673.861        0.000000        0.000000        24.16617        8.787698       0.1007062       0.1960606E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        38.26437      -0.7363554      -0.4759358E-11
    116.7000        6.997247        1.020889        7678.218        4.279904        4.279904        1400.724        1305.942        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.38        1272.540        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.279904        7673.734        0.000000        0.000000        24.16622        8.787699       0.1007135       0.1964611E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        38.77459      -0.6760626      -0.4760066E-11
    116.8000        6.997183        1.020809        7679.102        4.279193        4.279193        1401.754        1305.911        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.39        1272.524        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.279194        7673.653        0.000000        0.000000        24.16628        8.787699       0.1007096       0.1936981E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        39.25987      -0.6144321      -0.4760621E-11
    116.9000        6.997112        1.020724        7680.079        4.278472        4.278472        1402.663        1305.877        0.000000        0.000000        0.000000        0.000000        0.000000        97379.40        97558.39        1272.508        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.278472        7673.574        0.000000        0.000000        24.16633        8.787699       0.1007021       0.1951221E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        39.74040      -0.5509616      -0.4758428E-11
    117.0000        6.997039        1.020639        7681.142        4.277738        4.277738        1403.639        1305.838        0.000000        0.000000        0.000000        0.000000        0.000000        97379.40        97558.39        1272.493        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.277739        7673.581        0.000000        0.000000        24.16638        8.787699       0.1007020       0.1931803E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        40.18365      -0.4868257      -0.4758415E-11
    117.1000        6.996960        1.020550        7682.319        4.276993        4.276993        1404.575        1305.792        0.000000        0.000000        0.000000        0.000000        0.000000        97379.40        97558.39        1272.479        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.276993        7673.548        0.000000        0.000000        24.16643        8.787699       0.1007023       0.1938985E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        40.62727      -0.4208969      -0.4757249E-11
    117.2000        6.996873        1.020457        7683.581        4.276235        4.276235        1405.622        1305.741        0.000000        0.000000        0.000000        0.000000        0.000000        97379.40        97558.40        1272.466        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.276235        7673.549        0.000000        0.000000        24.16648        8.787699       0.1007016       0.1916121E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        41.06242      -0.3534460      -0.4757943E-11
    117.3000        6.996783        1.020364        7684.938        4.275464        4.275464        1406.634        1305.683        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.40        1272.454        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.275464        7673.599        0.000000        0.000000        24.16652        8.787699       0.1006995       0.1883359E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        41.48201      -0.2846709      -0.4757068E-11
    117.4000        6.996688        1.020270        7686.400        4.274679        4.274679        1407.544        1305.617        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.40        1272.442        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.274679        7673.672        0.000000        0.000000        24.16657        8.787699       0.1006920       0.1933567E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        41.88711      -0.2145265      -0.4757957E-11
    117.5000        6.996590        1.020177        7687.965        4.273879        4.273879        1408.409        1305.543        0.000000        0.000000        0.000000        0.000000        0.000000        97379.39        97558.41        1272.432        0.000000        316.7646        293.2776        293.4326        0.000000        0.000000        0.000000        4.273879        7673.798        0.000000        0.000000        24.16661        8.787699       0.1007007       0.1869251E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        8.000000        4.000000        42.27415      -0.1432375      -0.4757804E-11
